0,236
1,242
2,233
3,233
4,226
5,226
6,209
7,209
8,207
9,216
10,212
11,219
12,193
13,195
14,210
15,178
16,191
17,181
18,203
19,178
20,204
21,179
22,189
23,188
24,190
25,203
26,210
27,210
28,208
29,219
30,229
31,247
32,230
33,241
34,248
35,239
36,235
37,256
38,244
39,267
40,272
41,268
42,276
43,267
44,8191
45,8191
46,1185
47,8191
48,8191
49,8191
50,8191
51,8191
52,8191
53,174
54,8191
55,8191
56,8191
57,8191
58,8191
59,8191
60,8191
61,8191
62,8191
63,8191
64,85
65,8191
66,8191
67,8191
68,8191
69,8191
70,8191
71,8191
72,8191
73,8191
74,8191
75,8191
76,8191
77,67
78,8191
79,8191
80,8191
81,8191
82,8191
83,8191
84,8191
85,8191
86,8191
87,8191
88,8191
89,8191
90,8191
91,8191
92,8191
93,8191
94,8191
95,115
96,178
97,159
98,180
99,178
100,172
101,172
102,160
103,163
104,153
105,149
106,139
107,138
108,125
109,119
110,121
111,110
112,108
113,114
114,113
115,109
116,123
117,125
118,136
119,129
120,141
121,152
122,157
123,165
124,174
125,167
126,185
127,185
128,202
129,180
130,175
131,201
132,1194
133,1253
134,1274
135,1287
136,1288
137,1255
138,1289
139,1274
140,1295
141,1291
142,1295
143,1279
144,1288
145,1292
146,8191
147,8191
148,8191
149,8191
150,8191
151,8191
152,8191
153,8191
154,8191
155,8191
156,8191
157,8191
158,8191
159,8191
160,415
161,400
162,418
163,445
164,419
165,431
166,431
167,438
168,431
169,429
170,438
171,455
172,453
173,452
174,449
175,456
176,455
177,466
178,460
179,463
180,470
181,472
182,470
183,481
184,476
185,472
186,473
187,482
188,484
189,491
190,491
191,481
192,480
193,488
194,487
195,492
196,491
197,492
198,488
199,493
200,491
201,485
202,483
203,499
204,489
205,498
206,499
207,493
208,501
209,498
210,490
211,499
212,496
213,494
214,493
215,494
216,492
217,492
218,490
219,493
220,499
221,485
222,493
223,485
224,490
225,488
226,489
227,490
228,484
229,489
230,484
231,472
232,473
233,477
234,472
235,476
236,466
237,466
238,471
239,457
240,465
241,452
242,456
243,453
244,449
245,445
246,438
247,445
248,436
249,444
250,450
251,451
252,439
253,441
254,440
255,446
256,438
257,435
258,433
259,445
260,437
261,435
262,433
263,445
264,427
265,417
266,421
267,422
268,423
269,435
270,426
271,421
272,442
273,413
274,430
275,432
276,421
277,422
278,424
279,424
280,420
281,423
282,429
283,419
284,418
285,425
286,419
287,429
288,426
289,412
290,420
291,421
292,431
293,423
294,411
295,425
296,420
297,439
298,414
299,413
300,428
301,420
302,415
303,412
304,414
305,414
306,402
307,396
308,393
309,370
310,363
311,353
312,348
313,330
314,335
315,321
316,319
317,316
318,309
319,311
320,303
321,298
322,289
323,290
324,282
325,278
326,272
327,268
328,269
329,263
330,256
331,254
332,256
333,253
334,255
335,269
336,274
337,294
338,344
339,408
340,471
341,8191
342,8191
343,8191
344,8191
345,8191
346,8191
347,8191
348,8191
349,8191
350,8191
351,8191
352,8191
353,8191
354,8191
355,8191
356,8191
357,8191
358,8191
359,8191
360,8191
361,8191
362,8191
363,8191
364,8191
365,8191
366,8191
367,8191
368,8191
369,8191
370,8191
371,8191
372,8191
373,8191
374,8191
375,8191
376,8191
377,8191
378,8191
379,8191
380,8191
381,8191
382,8191
383,8191
384,8191
385,8191
386,8191
387,8191
388,8191
389,8191
390,8191
391,8191
392,8191
393,8191
394,8191
395,8191
396,8191
397,8191
398,8191
399,8191
400,8191
401,8191
402,8191
403,8191
404,8191
405,8191
406,8191
407,8191
408,8191
409,8191
410,8191
411,8191
412,8191
413,8191
414,8191
415,73
416,8191
417,8191
418,8191
419,8191
420,8191
421,8191
422,8191
423,8191
424,8191
425,8191
426,8191
427,8191
428,8191
429,8191
430,8191
431,8191
432,8191
433,8191
434,8191
435,8191
436,8191
437,8191
438,8191
439,8191
440,8191
441,8191
442,8191
443,8191
444,8191
445,8191
446,8191
447,8191
448,8191
449,8191
450,8191
451,8191
452,8191
453,8191
454,8191
455,8191
456,8191
457,8191
458,8191
459,8191
460,8191
461,8191
462,8191
463,8191
464,8191
465,8191
466,8191
467,8191
468,8191
469,8191
470,8191
471,8191
472,8191
473,8191
474,8191
475,8191
476,8191
477,8191
478,8191
479,8191
480,8191
481,8191
482,8191
483,8191
484,8191
485,8191
486,8191
487,8191
488,8191
489,8191
490,8191
491,8191
492,8191
493,8191
494,8191
495,8191
496,8191
497,8191
498,8191
499,8191
